,1stFlrSF,2ndFlrSF,3SsnPorch,bedroomabvgr,bsmtfinsf1,bsmtfinsf2,bsmtfullbath,bsmthalfbath,bsmtunfsf,enclosedporch,fireplaces,fullbath,garagearea,garagecars,garageyrblt,grlivarea,halfbath,kitchenabvgr,lotarea,lotfrontage,lowqualfinsf,masvnrarea,miscval,mosold,mssubclass,openporchsf,overallcond,overallqual,poolarea,saleprice,screenporch,totalbsmtsf,totrmsabvgrd,wooddecksf,yearbuilt,yearremodadd,yrsold,alley,bldgtype,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfintype2,bsmtqual,centralair,condition1,condition2,electrical,extercond,exterior1st,exterior2nd,exterqual,fence,fireplacequ,foundation,functional,garagecond,garagefinish,garagequal,garagetype,heating,heatingqc,housestyle,kitchenqual,landcontour,landslope,lotconfig,lotshape,masvnrtype,miscfeature,mszoning,neighborhood,paveddrive,poolqc,roofmatl,roofstyle,salecondition,saletype,street,utilities
1165,1502,0,0,3,0,0,0,0,1502,0,0,2,644,2,2009.0,1502,0,1,9541,79.0,0,268.0,0,9,20,114,5,7,0,233170,0,1502,7,0,2009,2009,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR1,Stone,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
1166,1694,0,0,3,0,0,0,0,1694,0,0,2,776,3,2008.0,1694,0,1,10475,64.0,0,72.0,0,2,20,33,5,8,0,245350,0,1694,7,160,2008,2008,2010,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Corner,IR1,Stone,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1167,959,712,0,3,786,0,1,0,173,0,1,2,472,2,2000.0,1671,1,1,10852,58.0,0,0.0,0,2,60,38,5,6,0,173000,0,959,7,0,2000,2000,2006,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,RRAn,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,TA,Lvl,Gtl,Inside,IR1,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1168,1236,872,0,4,626,0,0,0,501,0,2,2,540,2,1935.0,2108,0,1,13728,120.0,0,0.0,0,7,70,0,7,6,0,235000,90,1127,7,0,1935,1986,2008,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,Stucco,Stucco,TA,MnPrv,TA,CBlock,Typ,TA,Unf,TA,Basment,GasA,Ex,2Story,Gd,Lvl,Gtl,Corner,Reg,None,Shed,RL,Edwards,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1169,1831,1796,0,4,1387,0,1,0,543,0,1,3,807,3,1995.0,3627,1,1,35760,118.0,0,1378.0,0,7,60,76,5,10,0,625000,0,1930,10,361,1995,1996,2006,Grvl,1Fam,TA,Gd,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,Gd,HdBoard,HdBoard,Gd,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,CulDSac,IR1,BrkFace,Shed,RL,NoRidge,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1170,1118,0,0,3,522,0,1,0,574,0,1,1,358,1,1977.0,1118,0,1,9880,76.0,0,0.0,0,7,80,0,6,6,576,171000,0,1096,6,203,1977,1977,2008,Grvl,1Fam,TA,Av,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,Plywood,Plywood,TA,GdPrv,Po,CBlock,Typ,TA,Fin,TA,Attchd,GasA,TA,SLvl,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1171,1261,0,0,3,662,0,1,0,599,0,1,1,433,2,1958.0,1261,0,1,9120,76.0,0,0.0,1400,11,20,0,6,6,0,163000,288,1261,6,0,1958,1958,2008,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1172,625,625,0,2,0,0,0,0,625,0,0,2,625,2,2006.0,1250,1,1,4017,35.0,0,0.0,0,3,160,54,5,7,0,171900,0,625,5,0,2006,2007,2008,Pave,TwnhsE,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Detchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1173,1636,971,0,3,152,469,0,0,977,0,1,3,0,0,1978.5061638868744,3086,0,1,18030,138.0,479,0.0,0,3,50,0,6,5,0,200500,0,1598,12,122,1946,1994,2007,Grvl,1Fam,TA,No,Rec,BLQ,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Maj1,TA,Unf,TA,Attchd,GasA,TA,1.5Fin,Ex,Bnk,Gtl,Inside,IR1,None,Shed,RL,ClearCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1174,1170,1175,0,4,503,0,0,0,449,0,1,2,360,2,1932.0,2345,1,1,16560,80.0,0,0.0,0,7,70,0,8,6,0,239000,0,952,9,0,1932,1950,2006,Grvl,1Fam,TA,No,Rec,Unf,Gd,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,TA,2Story,TA,Lvl,Gtl,Inside,IR1,None,Shed,RL,Crawfor,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1175,2129,743,0,4,700,0,0,0,983,0,1,2,541,2,1992.0,2872,1,1,10678,85.0,0,337.0,0,4,50,33,5,8,0,285000,0,1683,9,0,1992,2000,2007,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,Gd,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1.5Fin,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NoRidge,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1176,923,0,0,3,658,0,1,0,218,0,0,1,264,1,1984.0,923,0,1,6951,37.0,0,0.0,0,10,20,0,5,5,0,119500,0,876,5,362,1984,1985,2008,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,Plywood,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,CulDSac,IR1,None,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1177,818,406,0,3,468,0,0,0,350,116,0,1,210,1,1926.0,1224,0,1,3950,70.04995836802665,0,0.0,0,12,50,0,8,6,0,115000,0,818,5,0,1926,2004,2009,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Artery,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,1.5Fin,TA,Bnk,Gtl,Inside,Reg,None,Shed,RM,OldTown,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1178,820,523,0,3,0,0,0,0,731,102,1,1,186,1,1921.0,1343,1,1,7681,54.0,0,0.0,0,7,50,0,6,5,0,154900,0,731,7,192,1921,1950,2009,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,Fa,Detchd,GasA,Ex,1.5Fin,TA,Lvl,Gtl,FR2,IR1,None,Shed,RL,Crawfor,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1179,1124,0,0,3,0,0,0,0,0,190,1,1,0,0,1978.5061638868744,1124,0,1,8335,77.0,0,0.0,0,4,20,36,5,5,0,93000,0,0,5,0,1954,1954,2006,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,Slab,Min2,TA,Unf,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RL,Edwards,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1180,1298,1216,0,4,1216,0,0,0,0,0,0,2,693,2,1990.0,2514,1,1,11170,70.04995836802665,0,0.0,0,4,60,0,5,7,0,250000,0,1216,8,0,1990,1991,2006,Grvl,1Fam,TA,No,LwQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,GdPrv,Gd,Wood,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,TA,Lvl,Gtl,Corner,IR2,None,Shed,RL,Timber,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1181,1652,0,153,2,1480,0,1,1,120,0,1,2,482,2,2008.0,1652,0,1,5587,64.0,0,186.0,0,11,120,53,5,8,0,392500,0,1600,5,162,2008,2008,2008,Grvl,TwnhsE,TA,Gd,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,Ex,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,HLS,Mod,Inside,IR1,Stone,Shed,RM,Crawfor,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
1182,2411,2065,0,4,2096,0,1,0,300,0,2,3,813,3,1996.0,4476,1,1,15623,160.0,0,0.0,0,7,60,78,5,10,555,745000,0,2396,10,171,1996,1996,2007,Grvl,1Fam,TA,Av,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,Wd Sdng,ImStucc,Gd,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Ex,Lvl,Gtl,Corner,IR1,None,Shed,RL,NoRidge,Y,Ex,CompShg,Hip,Abnorml,WD,Pave,AllPub
1183,1130,0,0,2,821,0,1,0,299,0,1,1,720,2,1970.0,1130,0,1,10800,60.0,0,0.0,0,6,30,0,6,5,0,120000,0,1120,5,229,1920,1950,2006,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,Stucco,Stucco,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,OldTown,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1184,1572,0,0,3,1159,0,1,0,413,0,2,1,995,3,1963.0,1572,1,1,35133,50.0,0,226.0,0,5,20,263,4,5,0,186700,263,1572,5,0,1963,1963,2007,Grvl,1Fam,TA,Gd,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,TA,CBlock,Typ,TA,RFn,TA,2Types,GasA,Gd,1Story,TA,Lvl,Mod,Inside,Reg,BrkFace,Shed,RL,Timber,Y,Gd,CompShg,Hip,Normal,WD,Grvl,AllPub
1185,949,272,0,4,392,0,1,0,392,236,0,1,392,1,1965.0,1221,0,1,9738,60.0,0,0.0,0,3,50,0,7,5,0,104900,0,784,7,0,1924,1950,2006,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,Gd,AsbShng,AsbShng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Attchd,GasA,Gd,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Edwards,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1186,1014,685,0,3,440,0,1,0,538,0,0,2,420,2,1920.0,1699,0,2,10615,107.0,0,0.0,0,8,190,74,5,3,0,95000,0,978,7,0,1900,1970,2009,Grvl,2fmCon,TA,Mn,BLQ,Unf,Fa,Y,Artery,Artery,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,Fa,Unf,Fa,CarPort,GasA,TA,2Story,TA,Bnk,Mod,Corner,IR1,None,Shed,RL,OldTown,Y,Gd,CompShg,Gable,Abnorml,WD,Pave,AllPub
1187,1624,0,0,2,1456,0,1,0,168,192,1,2,757,3,1994.0,1624,0,1,12461,89.0,0,0.0,0,7,20,114,5,8,0,262000,0,1624,5,0,1994,1995,2006,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,ImStucc,ImStucc,Gd,GdPrv,Fa,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Corner,Reg,None,Shed,RL,NoRidge,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1188,831,829,0,3,0,0,0,0,831,0,0,2,493,2,2002.0,1660,1,1,8935,68.0,0,95.0,0,7,60,68,5,7,0,195000,0,831,7,144,2002,2002,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1189,1028,776,0,3,0,0,0,0,994,0,1,2,442,2,1999.0,1804,1,1,7500,60.0,0,0.0,0,6,60,60,5,7,0,189000,0,994,7,140,1999,1999,2010,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Gd,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1190,1622,0,0,3,1159,0,1,0,90,0,1,1,1356,4,1975.0,1622,0,1,32463,70.04995836802665,0,149.0,0,3,190,0,4,4,0,168000,0,1249,7,439,1961,1975,2007,Grvl,2fmCon,TA,Av,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,Gd,MetalSd,MetalSd,TA,MnPrv,TA,CBlock,Typ,TA,Fin,TA,2Types,GasA,Ex,1Story,TA,Low,Mod,Inside,Reg,Stone,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1191,764,677,0,2,0,0,0,0,776,0,0,2,492,2,1999.0,1441,1,1,2645,24.0,0,456.0,0,11,160,0,5,8,0,174000,0,776,5,206,1999,2000,2007,Pave,Twnhs,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Gd,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Detchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1192,842,630,0,3,0,0,0,0,702,84,0,1,250,1,1925.0,1472,0,1,9600,60.0,0,0.0,0,7,50,0,8,5,0,125000,0,702,6,0,1925,1994,2007,Grvl,1Fam,TA,Mn,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,GdWo,Gd,PConc,Typ,Fa,Unf,TA,Detchd,GasA,Gd,1.5Fin,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,P,Gd,CompShg,Gambrel,Normal,WD,Pave,AllPub
1193,1224,0,0,2,883,0,1,0,341,0,0,2,402,2,1999.0,1224,0,1,4500,70.04995836802665,0,425.0,0,6,120,304,5,6,0,165000,0,1224,5,0,1999,1999,2009,Grvl,TwnhsE,TA,No,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,FR2,Reg,BrkFace,Shed,RM,Mitchel,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1194,663,689,0,4,371,0,0,0,292,0,0,1,299,1,1969.0,1352,1,1,9364,80.0,0,143.0,0,3,60,36,7,6,0,158000,0,663,7,379,1969,1969,2010,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Fin,TA,Attchd,GasA,TA,2Story,TA,Lvl,Gtl,Corner,Reg,Stone,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1195,728,728,0,3,0,0,0,0,728,0,0,2,400,2,2005.0,1456,1,1,8029,51.0,0,0.0,0,7,60,24,5,6,0,176000,0,728,8,100,2005,2005,2008,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1196,879,984,0,4,0,0,0,0,879,0,1,2,660,3,2006.0,1863,1,1,14054,58.0,0,0.0,0,11,60,17,5,7,0,219210,0,879,9,100,2006,2006,2006,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
1197,815,875,0,3,0,0,0,0,815,330,1,1,225,1,1916.0,1690,0,1,8850,65.0,0,0.0,0,7,75,0,6,7,0,144000,0,815,7,0,1916,1950,2006,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Ex,2.5Unf,TA,Bnk,Gtl,Corner,IR1,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,ConLw,Pave,AllPub
1198,1212,0,0,3,0,0,0,0,1212,0,0,2,573,2,2001.0,1212,0,1,9100,70.0,0,0.0,0,6,20,0,5,7,0,178000,0,1212,6,356,2001,2001,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1199,1382,0,0,3,547,0,0,0,504,0,1,1,459,2,1974.0,1382,1,1,11235,75.0,0,51.0,0,10,20,82,5,4,0,148000,0,1051,6,0,1963,1979,2006,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Po,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1200,864,0,0,3,0,0,0,0,864,0,0,1,280,1,1972.0,864,0,1,9353,71.0,0,0.0,0,7,20,0,5,4,0,116050,0,864,5,0,1970,1970,2006,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Abnorml,Oth,Pave,AllPub
1201,866,913,0,3,0,0,0,0,866,0,0,2,546,2,1998.0,1779,1,1,10400,80.0,0,0.0,0,3,60,36,5,7,0,197900,0,866,6,198,1998,1998,2009,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Corner,Reg,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1202,884,464,0,3,0,0,1,0,884,208,1,1,216,1,1960.0,1348,0,1,6000,50.0,0,0.0,0,5,50,0,8,5,0,117000,0,884,5,0,1925,1997,2009,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Fa,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Ex,1.5Fin,TA,Lvl,Gtl,Corner,Reg,None,Shed,RM,BrkSide,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1203,1630,0,0,3,0,0,0,0,1630,0,1,2,451,2,2000.0,1630,0,1,9750,75.0,0,171.0,0,10,20,234,5,7,0,213000,0,1630,6,74,2000,2001,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,TA,PConc,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1204,1074,0,0,3,788,0,1,0,268,0,0,1,495,2,1975.0,1074,1,1,10140,78.0,0,0.0,0,7,20,88,6,5,0,153500,0,1056,6,0,1975,1975,2006,Grvl,1Fam,TA,No,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NWAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1205,2196,0,0,3,485,177,0,0,1496,0,1,2,701,3,1990.0,2196,0,1,14684,90.0,0,234.0,0,6,20,70,7,7,0,271900,0,2158,7,84,1990,1991,2009,Grvl,1Fam,TA,Mn,ALQ,BLQ,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,Gd,MnPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Gd,1Story,Gd,Lvl,Gtl,CulDSac,IR1,BrkFace,Shed,RL,SawyerW,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1206,1056,0,0,2,1056,0,1,0,0,0,0,1,384,1,1966.0,1056,0,1,8900,70.04995836802665,0,0.0,0,11,20,42,4,4,0,107000,0,1056,5,0,1966,1966,2006,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RH,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1207,1700,0,0,3,340,0,1,0,1342,0,0,2,544,2,2003.0,1700,0,1,9135,70.0,0,120.0,0,5,20,23,5,6,0,200000,0,1682,7,192,2003,2003,2006,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1208,1283,0,0,3,504,108,1,0,319,0,0,1,506,2,1980.0,1283,0,1,7763,70.0,0,0.0,0,10,20,0,7,5,0,140000,0,931,6,0,1962,1980,2008,Grvl,1Fam,TA,No,Rec,BLQ,TA,Y,Norm,Norm,SBrkr,Gd,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1209,1660,0,0,3,1220,0,1,0,440,0,1,2,500,2,2006.0,1660,0,1,10182,85.0,0,420.0,0,5,20,50,5,8,0,290000,0,1660,8,322,2006,2006,2006,Grvl,1Fam,TA,Mn,GLQ,Unf,Ex,Y,RRNn,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,CulDSac,IR1,Stone,Shed,RL,Somerst,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
1210,1055,790,0,3,0,0,0,0,1055,0,1,2,462,2,1992.0,1845,1,1,11218,70.0,0,0.0,400,5,60,104,5,6,0,189000,0,1055,8,635,1992,1992,2010,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,Gd,GdPrv,TA,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1211,1080,672,0,4,427,0,0,0,132,0,0,2,492,2,1988.0,1752,0,1,12134,152.0,0,0.0,0,6,50,12,7,8,0,164000,0,559,8,325,1988,2005,2010,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,Gd,MnPrv,Gd,Wood,Typ,TA,RFn,TA,Basment,GasA,Gd,1.5Fin,TA,Bnk,Mod,Inside,IR1,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
1212,672,0,0,2,344,0,1,0,328,0,0,1,234,1,1941.0,672,0,1,9340,50.0,0,0.0,0,8,30,113,6,4,0,113000,0,672,4,0,1941,1950,2009,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Edwards,N,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
1213,960,0,0,0,648,0,1,1,0,0,0,0,364,1,1965.0,960,0,1,10246,70.04995836802665,0,0.0,0,5,80,0,9,4,0,145000,0,648,3,88,1965,2001,2006,Grvl,1Fam,Gd,Av,GLQ,Unf,TA,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,SLvl,TA,Lvl,Gtl,CulDSac,IR1,None,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
